U+4E01		丁	⿱一亅
U+83CA		菊	⿱艹匊
U+83CC		菌	⿱艹囷
U+83DC		菜	⿱艹采
U+83E0		菠	⿱艹波
U+83E9		菩	⿱艹咅
U+83EF		華	華
U+83F0		菰	⿱艹孤
U+83F1		菱	⿱艹夌
U+83F2		菲	⿱艹非
U+83F4		菴	⿱艹奄
U+83F8		菸	⿱艹於
U+83FD		菽	⿱艹叔
U+8403		萃	⿱艹卒
U+8404		萄	⿱艹匋
U+840A		萊	⿱艹來
U+840B		萋	⿱艹妻
U+840C		萌	⿱艹明
U+840D		萍	⿱艹泙
U+840E		萎	⿱艹委
U+842C		萬	⿱艹禺
U+8431		萱	⿱艹宣
U+8435		萵	⿱艹咼
U+8438		萸	⿱艹臾
U+843C		萼	⿱艹咢
U+843D		落	⿱艹洛
U+8449		葉	⿱艹枼
U+8457		著	⿱艹者
U+845B		葛	⿱艹曷
U+8461		葡	⿱艹匍
U+8463		董	⿱艹重
U+8466		葦	⿱艹韋
U+8469		葩	⿱艹皅
U+846B		葫	⿱艹胡
U+846C		葬	⿳艹死廾
U+8475		葵	⿱艹癸
U+8477		葷	⿱艹軍
U+8482		蒂	⿱艹帝
U+8490		蒐	⿱艹鬼
U+8499		蒙	⿱艹冡
U+849C		蒜	⿱艹祘
U+849E		蒞	⿱艹涖
U+84B2		蒲	⿱艹浦
U+84B8		蒸	⿱艹烝
U+84BC		蒼	⿱艹倉
U+84BF		蒿	⿱艹高
U+84C0		蓀	⿱艹孫
U+84C4		蓄	⿱艹畜
U+84C6		蓆	⿱艹席
U+84C9		蓉	⿱艹容
U+84CB		蓋	⿱艹盍
U+84D3		蓓	⿱艹倍
U+84EC		蓬	⿱艹逢
U+84EE		蓮	⿱艹連
U+84FF		蓿	⿱艹宿
U+8511		蔑	⿱𦭝戍
U+8513		蔓	⿱艹曼
U+8514		蔔	⿱艹匐
U+8517		蔗	⿱艹庶
U+851A		蔚	⿱艹尉
U+8521		蔡	⿱艹祭
U+8523		蔣	⿱艹將
U+8525		蔥	⿱艹悤
U+852C		蔬	⿱艹疏
U+852D		蔭	⿱艹陰
U+853D		蔽	⿱艹敝
U+8543		蕃	⿱艹番
U+8548		蕈	⿱艹覃
U+8549		蕉	⿱艹焦
U+854A		蕊	⿱艹惢
U+8559		蕙	⿱艹惠
U+8568		蕨	⿱艹厥
U+8569		蕩	⿱艹湯
U+856A		蕪	⿱艹無
U+856D		蕭	⿱艹肅
U+857E		蕾	⿱艹雷
U+8584		薄	⿱艹溥
U+8587		薇	⿱艹微
U+8591		薑	⿱艹畺
U+8594		薔	⿱艹嗇
U+859B		薛	⿱艹⿰𠂤辛
U+859C		薜	⿱艹辟
U+85A9		薩	⿱艹隡
U+85AA		薪	⿱艹新
U+85AF		薯	⿱艹署
U+85B0		薰	⿱艹熏
U+85C9		藉	⿱艹耤
U+85CD		藍	⿱艹監
U+85CF		藏	⿱艹臧
U+85D0		藐	⿱艹貌
U+85D5		藕	⿱艹耦
U+85DD		藝	⿱蓺云
U+85E4		藤	⿱艹滕
U+85E5		藥	⿱艹樂
U+85E9		藩	⿱艹潘
U+85EA		藪	⿱艹數
U+85F9		藹	⿱艹謁
U+85FA		藺	⿱艹閵
U+85FB		藻	⿱艹澡
U+8606		蘆	⿱艹盧
U+8607		蘇	⿱艹穌
U+860A		蘊	⿱艹縕
U+860B		蘋	⿱艹頻
U+8611		蘑	⿱艹磨
U+8617		蘗	⿱艹檗
U+861A		蘚	⿱艹鮮
U+862D		蘭	⿱艹闌
U+8638		蘸	⿱艹醮
U+863F		蘿	⿱艹羅
U+864E		虎	⿸虍几
U+8650		虐	⿸虍⿷匚一
U+8654		虔	⿸虍文
U+8655		處	⿸虍処
U+865B		虛	虛
U+865C		虜	⿸虍男
U+865E		虞	⿸虍吴
U+865F		號	⿰号虎
U+8667		虧	⿰雐亏
U+866B		虫	虫
U+8671		虱	⿹⺄䖝
U+8679		虹	⿰虫工
U+868A		蚊	⿰虫文
U+868C		蚌	⿰虫丰
U+8693		蚓	⿰虫引
U+86A3		蚣	⿰虫公
U+86A4		蚤	⿱叉虫
U+86A9		蚩	⿱㞢虫
U+86AA		蚪	⿰虫斗
U+86AF		蚯	⿰虫丘
U+86B1		蚱	⿰虫乍
U+86B5		蚵	⿰虫可
U+86B6		蚶	⿰虫甘
U+86C0		蛀	⿰虫主
U+86C4		蛄	⿰虫古
U+86C6		蛆	⿰虫且
U+86C7		蛇	⿰虫它
U+86CB		蛋	⿱疋虫
U+86D4		蛔	⿰虫回
U+86D9		蛙	⿰虫圭
U+86DB		蛛	⿰虫朱
U+86DF		蛟	⿰虫交
U+86E4		蛤	⿰虫合
U+86ED		蛭	⿰虫至
U+86F9		蛹	⿰虫甬
U+86FB		蛻	⿰虫兌
U+86FE		蛾	⿰虫我
U+8700		蜀	⿱罒𠣜
U+8702		蜂	⿰虫夆
U+8703		蜃	⿸辰虫
U+8707		蜇	⿱折虫
U+8708		蜈	⿰虫吴
U+8713		蜓	⿰虫廷
U+8718		蜘	⿰虫知
U+871C		蜜	⿱宓虫
U+8722		蜢	⿰虫孟
U+8725		蜥	⿰虫析
U+8734		蜴	⿰虫易
U+873B		蜻	⿰虫青
U+873F		蜿	⿰虫宛
U+874C		蝌	⿰虫科
U+8755		蝕	⿰飠虫
U+8757		蝗	⿰虫皇
U+8759		蝙	⿰虫扁
U+8760		蝠	⿰虫畐
U+8766		蝦	⿰虫叚
U+8768		蝨	⿱卂䖵
U+8774		蝴	⿰虫胡
U+8776		蝶	⿰虫枼
U+8778		蝸	⿰虫咼
U+8782		螂	⿰虫郎
U+8783		螃	⿰虫旁
U+878D		融	⿰鬲虫
U+879E		螞	⿰虫馬
U+879F		螟	⿰虫冥
U+87A2		螢	⿱𤇾虫
U+87AB		螫	⿱赦虫
U+87B3		螳	⿰虫堂
U+87BA		螺	⿰虫累
U+87BB		螻	⿰虫婁
U+87C0		蟀	⿰虫率
U+87C6		蟆	⿰虫莫
U+87C8		蟈	⿰虫國
U+87CB		蟋	⿰虫悉
U+87D1		蟑	⿰虫章
U+87D2		蟒	⿰虫莽
U+87EC		蟬	⿰虫單
U+87EF		蟯	⿰虫堯
U+87F2		蟲	⿱虫䖵
U+87F9		蟹	⿱解虫
U+87FB		蟻	⿰虫義
U+8805		蠅	⿰虫黽
U+880D		蠍	⿰虫歇
U+8814		蠔	⿰虫豪
U+8815		蠕	⿰虫需
U+881F		蠟	⿰虫巤
U+8821		蠡	⿱彖䖵
U+8822		蠢	⿱春䖵
U+8823		蠣	⿰虫厲
U+8831		蠱	⿱蟲皿
U+8836		蠶	⿱朁䖵
U+8839		蠹	蠹
U+883B		蠻	⿱䜌虫
U+8840		血	⿱丿皿
U+884C		行	⿰彳亍
U+884D		衍	⿲彳氵亍
U+8853		術	⿲彳术亍
U+8857		街	⿲彳圭亍
U+8859		衙	⿲彳吾亍
U+885B		衛	⿲彳韋亍
U+885D		衝	⿲彳重亍
U+8861		衡	⿲彳𩵋亍
U+8862		衢	⿲彳瞿亍
U+8863		衣	⿱亠𧘇
U+8868		表	⿱龶𧘇
U+886B		衫	⿰衤彡
U+8870		衰	衰
U+8877		衷	⿳亠中𧘇
U+8881		袁	⿱𠮷𧘇
U+8882		袂	⿰衤夬
U+8888		袈	⿱加衣
U+888B		袋	⿱代衣
U+888D		袍	⿰衤包
U+8892		袒	⿰衤旦
U+8896		袖	⿰衤由
U+889E		袞	⿳亠㕣𧘇
U+88AB		被	⿰衤皮
U+88B1		袱	⿰衤伏
U+88C1		裁	⿹𢦏衣
U+88C2		裂	⿱列衣
U+88CA		裊	裊
U+88D4		裔	⿱衣冏
U+88D5		裕	⿰衤谷
U+88D8		裘	⿱求衣
U+88D9		裙	⿰衤君
U+88DC		補	⿰衤甫
U+88DD		裝	⿱壯衣
U+88DF		裟	⿱沙衣
U+88E1		裡	⿰衤里
U+88E8		裨	⿰衤卑
U+88F3		裳	⿱𫩠衣
U+88F4		裴	⿱非衣
U+88F8		裸	⿰衤果
U+88F9		裹	⿳亠果𧘇
U+88FD		製	⿱制衣
U+8902		褂	⿰衤卦
U+8907		複	⿰衤复
U+8910		褐	⿰衤曷
U+8912		褒	⿳亠保𧘇
U+8913		褓	⿰衤保
U+891A		褚	⿰衤者
U+8925		褥	⿰衤辱
U+892A		褪	⿰衤退
U+892B		褫	⿰衤虒
U+8932		褲	⿰衤庫
U+8936		褶	⿰衤習
U+8938		褸	⿰衤婁
U+893B		褻	⿳亠埶𧘇
U+8944		襄	⿳亠⿱吅𠀎𧘇
U+8956		襖	⿰衤奥
U+895F		襟	⿰衤禁
U+8960		襠	⿰衤當
U+8964		襤	⿰衤監
U+896A		襪	⿰衤蔑
U+896F		襯	⿰衤親
U+8972		襲	⿱龍衣
U+897F		西	⿱一𠁤
U+8981		要	⿱覀女
U+8983		覃	⿱覀早
U+8986		覆	⿱覀復
U+898B		見	⿱目儿
U+898F		規	⿰夫見
U+8993		覓	⿱爫見
U+8996		視	⿰礻見
U+89A6		覦	⿰俞見
U+89AA		親	⿰亲見
U+89AC		覬	⿰豈見
U+89B2		覲	⿰堇見
U+89BA		覺	⿱𦥯見
U+89BD		覽	⿱⿰臣⿱⿱𠂉一罒見
U+89C0		觀	⿰雚見
U+89D2		角	角
U+89E3		解	⿰角𭷔
U+89F4		觴	⿰角𬀷
U+89F8		觸	⿰角蜀
U+8A00		言	言
U+8A02		訂	⿰言丁
U+8A03		訃	⿰言卜
U+8A08		計	⿰言十
U+8A0A		訊	⿰言卂
U+8A0C		訌	⿰言工
U+8A0E		討	⿰言寸
U+8A10		訐	⿰言干
U+8A13		訓	⿰言川
U+8A15		訕	⿰言山
U+8A16		訖	⿰言乞
U+8A17		託	⿰言乇
U+8A18		記	⿰言己
U+8A1B		訛	⿰言化
U+8A1D		訝	⿰言牙
U+8A1F		訟	⿰言公
U+8A23		訣	⿰言夬
U+8A25		訥	⿰言内
U+8A2A		訪	⿰言方
U+8A2D		設	⿰言殳
U+8A31		許	⿰言午
U+8A34		訴	⿰言斥
U+8A3A		診	⿰言㐱
U+8A3B		註	⿰言主
U+8A3C		証	⿰言正
U+8A41		詁	⿰言古
U+8A46		詆	⿰言氐
U+8A50		詐	⿰言乍
U+8A54		詔	⿰言召
U+8A55		評	⿰言平
U+8A5B		詛	⿰言且
U+8A5E		詞	⿰言司
U+8A60		詠	⿰言永
U+8A62		詢	⿰言旬
U+8A63		詣	⿰言旨
U+8A66		試	⿰言式
U+8A69		詩	⿰言寺
U+8A6B		詫	⿰言宅
U+8A6C		詬	⿰言后
U+8A6D		詭	⿰言危
U+8A6E		詮	⿰言全
U+8A70		詰	⿰言吉
U+8A71		話	⿰言舌
U+8A72		該	⿰言亥
U+8A73		詳	⿰言羊
U+8A79		詹	⿸厃⿱儿言
U+8A7C		詼	⿰言灰
U+8A85		誅	⿰言朱
U+8A87		誇	⿰言夸
U+8A8C		誌	⿰言志
U+8A8D		認	⿰言忍
U+8A91		誑	⿰言狂
U+8A93		誓	⿱折言
U+8A95		誕	⿰言延
U+8A98		誘	⿰言秀
U+8A9E		語	⿰言吾
U+8AA0		誠	⿰言成
U+8AA1		誡	⿰言戒
U+8AA3		誣	⿰言巫
U+8AA4		誤	⿰言吴
U+8AA5		誥	⿰言告
U+8AA6		誦	⿰言甬
U+8AA8		誨	⿰言每
U+8AAA		說	⿰言兌
U+8AB0		誰	⿰言隹
U+8AB2		課	⿰言果
U+8ABC		誼	⿰言宜
U+8ABF		調	⿰言周
U+8AC2		諂	⿰言臽
U+8AC4		諄	⿰言享
U+8AC7		談	⿰言炎
U+8AC9		諉	⿰言委
U+8ACB		請	⿰言青
U+8ACD		諍	⿰言争
U+8AD2		諒	⿰言京
U+8AD6		論	⿰言侖
U+8ADC		諜	⿰言枼
U+8AE6		諦	⿰言帝
U+8AE7		諧	⿰言皆
U+8AEB		諫	⿰言柬
U+8AED		諭	⿰言俞
U+8AEE		諮	⿰言咨
U+8AF1		諱	⿰言韋
U+8AF7		諷	⿰言風
U+8AF8		諸	⿰言者
U+8AFA		諺	⿰言彦
U+8AFE		諾	⿰言若
U+8B00		謀	⿰言某
U+8B01		謁	⿰言曷
U+8B02		謂	⿰言胃
U+8B04		謄	⿰月誊
U+8B0A		謊	⿰言荒
U+8B0E		謎	⿰言迷
U+8B17		謗	⿰言旁
U+8B19		謙	⿰言兼
U+8B1B		講	⿰言冓
U+8B1D		謝	⿰言射
U+8B20		謠	⿰言䍃
U+8B28		謨	⿰言莫
U+8B2C		謬	⿰言翏
U+8B39		謹	⿰言堇
U+8B41		譁	⿰言華
U+8B49		證	⿰言登
U+8B4E		譎	⿰言矞
U+8B4F		譏	⿰言幾
U+8B58		識	⿰言戠
U+8B5A		譚	⿰言覃
U+8B5C		譜	⿰言普
U+8B66		警	⿱敬言
U+8B6C		譬	⿱辟言
U+8B6F		譯	⿰言睪
U+8B70		議	⿰言義
U+8B74		譴	⿰言遣
U+8B77		護	⿰言蒦
U+8B7D		譽	⿱與言
U+8B80		讀	⿰言賣
U+8B8A		變	⿱䜌攵
U+8B92		讒	⿰言毚
U+8B93		讓	⿰言襄
U+8B96		讖	⿰言韱
U+8B9A		讚	⿰言贊
U+8C37		谷	谷
U+8C3F		谿	⿰奚谷
U+8C41		豁	⿰害谷
U+8C46		豆	豆
U+8C48		豈	⿱山豆
U+8C49		豉	⿰豆支
U+8C4C		豌	⿰豆宛
U+8C4E		豎	⿱臤豆
U+8C50		豐	⿱𠁳豆
U+8C54		豔	⿰豐盍
U+8C55		豕	⿱一𧰨
U+8C5A		豚	⿰月豕
U+8C61		象	⿳𠂊𫩏𧰨
U+8C62		豢	⿱龹豕
U+8C6A		豪	⿱⿳亠口冖豕
U+8C6B		豫	⿰予象
U+8C6C		豬	⿰豕者
U+8C79		豹	⿰豸勺
U+8C7A		豺	⿰豸才
U+8C82		貂	⿰豸召
U+8C89		貉	⿰豸各
U+8C8A		貊	⿰豸百
U+8C8C		貌	⿰豸皃
U+8C8D		貍	⿰豸里
U+8C93		貓	⿰豸苗
U+8C9D		貝	⿱目八
U+8C9E		貞	⿱⺊貝
U+8CA0		負	⿱𠂊貝
U+8CA1		財	⿰貝才
U+8CA2		貢	⿱工貝
U+8CA7		貧	⿱分貝
U+8CA8		貨	⿱化貝
U+8CA9		販	⿰貝反
U+8CAA		貪	⿱今貝
U+8CAB		貫	⿱毌貝
U+8CAC		責	⿱龶貝
U+8CAF		貯	⿰貝宁
U+8CB2		貲	⿱此貝
U+8CB3		貳	⿹弋⿱二貝
U+8CB4		貴	⿱𠀐貝
U+8CB6		貶	⿰貝乏
U+8CB7		買	⿱罒貝
U+8CB8		貸	⿱代貝
U+8CBB		費	⿱弗貝
U+8CBC		貼	⿰貝占
U+8CBD		貽	⿰貝台
U+8CBF		貿	貿
U+8CC0		賀	⿱加貝
U+8CC1		賁	⿱卉貝
U+8CC2		賂	⿰貝各
U+8CC3		賃	⿱任貝
U+8CC4		賄	⿰貝有
U+8CC5		賅	⿰貝亥
U+8CC7		資	⿱次貝
U+8CC8		賈	⿱覀貝
U+8CCA		賊	⿰貝戎
U+8CD1		賑	⿰貝辰
U+8CD2		賒	⿰貝佘
U+8CD3		賓	⿱⿱宀⿱一𣥂貝
U+8CDC		賜	⿰貝易
U+8CDE		賞	⿱𫩠貝
U+8CE0		賠	⿰貝咅
U+8CE2		賢	⿱臤貝
U+8CE3		賣	⿱士買
U+8CE4		賤	⿰貝戔
U+8CE6		賦	⿰貝武
U+8CEA		質	⿱斦貝
U+8CEC		賬	⿰貝長
U+8CED		賭	⿰貝者
U+8CF4		賴	⿰束負
U+8CFA		賺	⿰貝兼
U+8CFC		購	⿰貝冓
U+8CFD		賽	⿱𡨄貝
U+8D05		贅	⿱敖貝
U+8D08		贈	⿰貝曾
U+8D0A		贊	⿱兟貝
U+8D0D		贍	⿰貝詹
U+8D0F		贏	⿱吂⿲月貝凡
U+8D13		贓	⿰貝臧
U+8D16		贖	⿰貝賣
U+8D17		贗	⿸鴈貝
U+8D1B		贛	⿰章⿱夂貢
U+8D64		赤	赤
U+8D66		赦	⿰赤攵
U+8D67		赧	⿰赤𠬝
U+8D6B		赫	⿰赤赤
U+8D6D		赭	⿰赤者
U+8D70		走	⿱土龰
U+8D73		赳	⿺走丩
U+8D74		赴	⿺走卜
U+8D77		起	⿺走巳
U+8D81		趁	⿺走㐱
U+8D85		超	⿺走召
U+8D8A		越	⿺走戉
U+8D95		趕	⿺走旱
U+8D99		趙	⿺走肖
U+8D9F		趟	⿺走尚
U+8DA3		趣	⿺走取
U+8DA8		趨	⿺走芻
U+8DB3		足	⿱口龰
U+8DB4		趴	⿰𧾷八
U+8DBE		趾	⿰𧾷止
U+8DC6		跆	⿰𧾷台
U+8DCB		跋	⿰𧾷犮
U+8DCC		跌	⿰𧾷失
U+8DCE		跎	⿰𧾷它
U+8DD1		跑	⿰𧾷包
U+8DDA		跚	⿰𧾷册
U+8DDB		跛	⿰𧾷皮
U+8DDD		距	⿰𧾷巨
U+8DDF		跟	⿰𧾷艮
U+8DE1		跡	⿰𧾷亦
U+8DE8		跨	⿰𧾷夸
U+8DEA		跪	⿰𧾷危
U+8DEF		路	⿰𧾷各
U+8DF3		跳	⿰𧾷兆
U+8DFA		跺	⿰𧾷朵
U+8DFC		跼	⿰𧾷局
U+8E0F		踏	⿰𧾷沓
U+8E10		踐	⿰𧾷戔
U+8E1D		踝	⿰𧾷果
U+8E1F		踟	⿰𧾷知
U+8E22		踢	⿰𧾷易
U+8E29		踩	⿰𧾷采
U+8E2B		踫	⿰𧾷並
U+8E31		踱	⿰𧾷度
U+8E34		踴	⿰𧾷勇
U+8E35		踵	⿰𧾷重
U+8E39		踹	⿰𧾷耑
U+8E42		蹂	⿰𧾷柔
U+8E44		蹄	⿰𧾷帝
U+8E48		蹈	⿰𧾷舀
U+8E49		蹉	⿰𧾷差
U+8E4A		蹊	⿰𧾷奚
U+8E4B		蹋	⿰𧾷𦐇
U+8E59		蹙	⿱戚足
U+8E63		蹣	⿰𧾷㒼
U+8E64		蹤	⿰𧾷從
U+8E66		蹦	⿰𧾷崩
U+8E6C		蹬	⿰𧾷登
U+8E72		蹲	⿰𧾷尊
U+8E76		蹶	⿰𧾷厥
U+8E7A		蹺	⿰𧾷堯
U+8E7C		蹼	⿰𧾷菐
U+8E81		躁	⿰𧾷喿
U+8E82		躂	⿰𧾷達
U+8E85		躅	⿰𧾷蜀
U+8E87		躇	⿰𧾷著
U+8E89		躉	⿱萬足
U+8E8A		躊	⿰𧾷壽
U+8E8D		躍	⿰𧾷翟
U+8E91		躑	⿰𧾷鄭
U+8EA1		躡	⿰𧾷聶
U+8EAA		躪	⿰𧾷藺
U+8EAB		身	身
U+8EAC		躬	⿰身弓
U+8EB2		躲	⿰身朵
U+8EBA		躺	⿰身尚
U+8EC0		軀	⿰身區
U+8ECA		車	車
U+8ECB		軋	⿰車乚
U+8ECC		軌	⿰車九
U+8ECD		軍	⿱冖車
U+8ED2		軒	⿰車干
U+8ED4		軔	⿰車刃
U+8EDB		軛	⿰車厄
U+8EDF		軟	⿰車欠
U+8EF8		軸	⿰車由
U+8EFB		軻	⿰車可
U+8EFC		軼	⿰車失
U+8EFE		軾	⿰車式
U+8F03		較	⿰車交
U+8F09		載	⿹𢦏車
U+8F0A		輊	⿰車至
U+8F12		輒	⿰車𦔮
U+8F13		輓	⿰車免
U+8F14		輔	⿰車甫
U+8F15		輕	⿰車巠
U+8F1B		輛	⿰車兩
U+8F1C		輜	⿰車甾
U+8F1D		輝	⿰光軍
U+8F1F		輟	⿰車叕
U+8F26		輦	⿱㚘車
U+8F29		輩	⿱非車
U+8F2A		輪	⿰車侖
U+8F2F		輯	⿰車咠
U+8F38		輸	⿰車俞
U+8F3B		輻	⿰車畐
U+8F3E		輾	⿰車展
U+8F3F		輿	⿶⿳𦥑一八車
U+8F42		轂	⿰⿱⿳士冖一車殳
U+8F44		轄	⿰車害
U+8F45		轅	⿰車袁
U+8F49		轉	⿰車專
U+8F4D		轍	⿲車育攵
U+8F4E		轎	⿰車喬
U+8F54		轔	⿰車粦
U+8F5F		轟	⿱車䡛
U+8F61		轡	⿱𦆕口
U+8F9B		辛	⿱立十
U+8F9C		辜	⿱古辛
U+8F9F		辟	⿰𡰪辛
U+8FA3		辣	⿰辛束
U+8FA6		辦	⿲辛力辛
U+8FA8		辨	辨
U+8FAD		辭	⿰𤔔辛
U+8FAE		辮	⿲辛糸辛
U+8FAF		辯	⿲辛言辛
U+8FB0		辰	⿸厂⿱二⿰𠄌⿺乀丿
U+8FB1		辱	⿱辰寸
U+8FB2		農	⿱曲辰
U+8FC2		迂	⿺辶于
U+8FC4		迄	⿺辶乞
U+8FC5		迅	⿺辶卂
U+8FC6		迆	⿺辶也
U+8FCE		迎	⿺辶卬
U+8FD1		近	⿺辶斤
U+8FD4		返	⿺辶反
U+8FE2		迢	⿺辶召
U+8FE5		迥	⿺辶冋
U+8FE6		迦	⿺辶加
U+8FEA		迪	⿺辶由
U+8FEB		迫	⿺辶白
U+8FED		迭	⿺辶失
U+8FF0		述	⿺辶术
U+8FF4		迴	⿺辶回
U+8FF7		迷	⿺辶米
U+8FFA		迺	⿺辶西
U+8FFD		追	⿺辶𠂤
U+9000		退	⿺辶艮
U+9001		送	⿺辶关
U+9003		逃	⿺辶兆
U+9005		逅	⿺辶后
U+9006		逆	⿺辶屰
U+900D		逍	⿺辶肖
U+900F		透	⿺辶秀
U+9010		逐	⿺辶豕
U+9014		途	⿺辶余
U+9015		逕	⿺辶巠
U+9016		逖	⿺辶狄
U+9017		逗	⿺辶豆
U+9019		這	⿺辶言
U+901A		通	⿺辶甬
U+901B		逛	⿺辶狂
U+901D		逝	⿺辶折
U+901E		逞	⿺辶呈
U+901F		速	⿺辶束
U+9020		造	⿺辶告
U+9022		逢	⿺辶夆
U+9023		連	⿺辶車
U+902E		逮	⿺辶隶
U+9031		週	⿺辶周
U+9032		進	⿺辶隹
U+9035		逵	⿺辶坴
U+9038		逸	⿺辶兔
U+903C		逼	⿺辶畐
U+903E		逾	⿺辶俞
U+9041		遁	⿺辶盾
U+9042		遂	⿺辶㒸
U+9047		遇	⿺辶禺
U+904A		遊	⿺辶斿
U+904B		運	⿺辶軍
U+904D		遍	⿺辶扁
U+904E		過	⿺辶咼
U+904F		遏	⿺辶曷
U+9050		遐	⿺辶叚
U+9051		遑	⿺辶皇
U+9053		道	⿺辶首
U+9054		達	⿺辶𦍒
U+9055		違	⿺辶韋
U+9058		遘	⿺辶冓
U+9059		遙	⿺辶䍃
U+905C		遜	⿺辶孫
U+905E		遞	⿺辶虒
U+9060		遠	⿺辶袁
U+9063		遣	⿺辶𠳋
U+9068		遨	⿺辶敖
U+9069		適	⿺辶啇
U+906D		遭	⿺辶曹
U+906E		遮	⿺辶庶
U+9072		遲	⿺辶犀
U+9074		遴	⿺辶粦
U+9075		遵	⿺辶尊
U+9077		遷	⿺辶⿱䙲巳
U+9078		選	⿺辶巽
U+907A		遺	⿺辶貴
U+907C		遼	⿺辶尞
U+907D		遽	⿺辶豦
U+907F		避	⿺辶辟
U+9080		邀	⿺辶敫
U+9081		邁	⿺辶萬
U+9082		邂	⿺辶解
U+9084		還	⿺辶睘
U+9087		邇	⿺辶爾
U+908A		邊	⿺辶臱
U+908F		邏	⿺辶羅
U+9090		邐	⿺辶麗
U+9091		邑	⿱口巴
U+9095		邕	⿱巛邑
U+90A2		邢	⿰开阝
U+90A3		那	那
U+90A6		邦	⿰丰阝
U+90AA		邪	⿰牙阝
U+90B1		邱	⿰丘阝
U+90B5		邵	⿰召阝
U+90B8		邸	⿰氐阝
U+90C1		郁	⿰有阝
U+90CA		郊	⿰交阝
U+90CE		郎	郎
U+90E1		郡	⿰君阝
U+90E8		部	⿰咅阝
U+90ED		郭	⿰享阝
U+90F5		郵	⿰垂阝
U+90FD		都	⿰者阝
U+9102		鄂	⿰咢阝
U+9109		鄉	⿰乡郎
U+9112		鄒	⿰芻阝
U+9119		鄙	⿰啚阝
U+9127		鄧	⿰登阝
U+912D		鄭	⿰奠阝
U+9130		鄰	⿰粦阝
U+9131		鄱	⿰番阝
U+9139		鄹	⿰聚阝
U+9149		酉	酉
U+914A		酊	⿰酉丁
U+914B		酋	⿱丷酉
U+914C		酌	⿰酉勺
U+914D		配	⿰酉己
U+9152		酒	⿰氵酉
U+9157		酗	⿰酉凶
U+9163		酣	⿰酉甘
U+9165		酥	⿰酉禾
U+9169		酩	⿰酉名
U+916A		酪	⿰酉各
U+916C		酬	⿰酉州
U+9175		酵	⿰酉孝
U+9177		酷	⿰酉告
U+9178		酸	⿰酉夋
U+9183		醃	⿰酉奄
U+9187		醇	⿰酉享
U+9189		醉	⿰酉卒
U+918B		醋	⿰酉昔
U+9192		醒	⿰酉星
U+919C		醜	⿰酉鬼
U+919E		醞	⿰酉𥁕
U+91A3		醣	⿰酉唐
U+91AB		醫	⿱殹酉
U+91AC		醬	⿱將酉
U+91BA		醺	⿰酉熏
U+91C0		釀	⿰酉襄
U+91C1		釁	⿱⿶⿱𦥑冖同⿱酉分
U+91C7		采	⿱爫木
U+91C9		釉	⿰釆由
U+91CB		釋	⿰釆睪
U+91CC		里	里
U+91CD		重	重
U+91CE		野	⿰里予
U+91CF		量	⿱旦里
U+91D0		釐	⿸𠩺里
U+91D1		金	金
U+91D7		釗	⿰金刂
U+91D8		釘	⿰金丁
U+91DC		釜	釜
U+91DD		針	⿰金十
U+91E3		釣	⿰金勺
U+91E6		釦	⿰金口
U+91E7		釧	⿰金川
U+91F5		釵	⿰金叉
U+9209		鈉	⿰金内
U+920D		鈍	⿰金屯
U+9210		鈐	⿰金今
U+9214		鈔	⿰金少
U+9215		鈕	⿰金丑
U+921E		鈞	⿰金匀
U+9223		鈣	⿰金丐
U+9234		鈴	⿰金令
U+9237		鈷	⿰金古
U+9238		鈸	⿰金犮
U+923D		鈽	⿰金布
U+923E		鈾	⿰金由
U+9240		鉀	⿰金甲
U+924B		鉋	⿰金包
U+9251		鉑	⿰金白
U+9257		鉗	⿰金甘
U+925B		鉛	⿰金⿱𠘧口
U+9264		鉤	⿰金句
U+9278		鉸	⿰金交
U+927B		鉻	⿰金各
U+9280		銀	⿰金艮
U+9285		銅	⿰金同
U+9293		銓	⿰金全
U+9296		銖	⿰金朱
U+9298		銘	⿰金名
U+929C		銜	⿲彳金亍
U+92AC		銬	⿰金考
U+92B3		銳	⿰金兌
U+92B7		銷	⿰金肖
U+92BB		銻	⿰金弟
U+92BC		銼	⿰金坐
U+92C1		鋁	⿰金吕
U+92C5		鋅	⿰金辛
U+92D2		鋒	⿰金夆
U+92E4		鋤	⿰金助
U+92EA		鋪	⿰金甫
U+92F8		鋸	⿰金居
U+92FC		鋼	⿰金岡
U+9304		錄	⿰金彔
U+9310		錐	⿰金隹
U+9318		錘	⿰金垂
U+931A		錚	⿰金争
U+9320		錠	⿰金定
U+9322		錢	⿰金戔
U+9326		錦	⿰金帛
U+9328		錨	⿰金苗
U+932B		錫	⿰金易
U+932F		錯	⿰金昔
U+9333		錳	⿰金孟
U+9336		錶	⿰金表
U+934A		鍊	⿰金柬
U+934B		鍋	⿰金咼
U+934D		鍍	⿰金度
U+935B		鍛	⿰金段
U+9365		鍥	⿰金契
U+936C		鍬	⿰金秋
U+9370		鍰	⿰金爰
U+9375		鍵	⿰金建
U+937E		鍾	⿰金重
U+9382		鎂	⿰金美
U+938A		鎊	⿰金旁
U+9394		鎔	⿰金容
U+9396		鎖	⿰金𧴪
U+93A2		鎢	⿰金烏
U+93AE		鎮	⿰金真
U+93B3		鎳	⿰金臬
U+93C3		鏃	⿰金族
U+93C8		鏈	⿰金連
